#GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	DATE	GO ASPECT
UniProtKB	O88623-2	Usp2	involved_in	GO:0032922	circadian regulation of gene expression	ECO:0000315	IMP	PMID:26756164		10090	UniProt	has_input(UniProtKB:Q99MJ6),occurs_in(UBERON:0001204)	20220204	P
UniProtKB	P14921	ETS1	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:21081489		9606	BHF-UCL	has_input(UniProtKB:P35968),occurs_in(CL:2000008)|has_input(UniProtKB:P03956),occurs_in(CL:2000008)	20171116	P
UniProtKB	P41156	Ets1	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P14921	10116	RGD	has_input(UniProtKB:P35968),occurs_in(CL:2000008)|has_input(UniProtKB:P03956),occurs_in(CL:2000008)	20171116	P
UniProtKB	P28322	Etv4	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000314	IDA	PMID:15253939		10090	UniProt	has_input(UniProtKB:Q64124)|occurs_in(UBERON:0003089)|occurs_in(UBERON:0004290)	20140812	P
UniProtKB	A0A0G2JX95	Etv4	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:99423	10116	RGD	has_input(UniProtKB:Q64124)|occurs_in(EMAPA:31159)|occurs_in(EMAPA:31109)	20140812	P
UniProtKB	A0A8I6AQD4	Etv4	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:99423	10116	RGD	has_input(UniProtKB:Q64124)|occurs_in(EMAPA:31159)|occurs_in(EMAPA:31109)	20140812	P
UniProtKB	B5DF72	Etv4	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:99423	10116	RGD	has_input(UniProtKB:Q64124)|occurs_in(EMAPA:31159)|occurs_in(EMAPA:31109)	20140812	P
UniProtKB	E9PTJ2	Etv4	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:99423	10116	RGD	has_input(UniProtKB:Q64124)|occurs_in(EMAPA:31159)|occurs_in(EMAPA:31109)	20140812	P
UniProtKB	P15311	EZR	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000316	IGI	PMID:23264465	UniProtKB:Q96S97	9606	UniProt	has_input(UniProtKB:P05362),occurs_in(UBERON:0001986)	20140204	P
UniProtKB	P31977	Ezr	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P15311	10116	RGD	has_input(UniProtKB:P05362),occurs_in(UBERON:0001986)	20140204	P
UniProtKB	P13726	F3	acts_upstream_of_or_within	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:22556343		9606	ARUK-UCL	has_input(UniProtKB:Q8NC51)	20200320	P
UniProtKB	P13726	F3	acts_upstream_of_or_within	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:22556343		9606	ARUK-UCL	has_input(UniProtKB:P29279)	20200320	P
UniProtKB	P13726	F3	acts_upstream_of_or_within	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:22556343		9606	ARUK-UCL	has_input(UniProtKB:P10145),part_of(GO:0032717)	20200320	P
UniProtKB	P42533	F3	acts_upstream_of_or_within	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P13726	10116	RGD	has_input(UniProtKB:P10145),part_of(GO:0032717)	20200320	P
UniProtKB	P23142-4	FBLN1	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000314	IDA	PMID:25834989		9606	UniProt	has_input(UniProtKB:P23142),has_input(UniProtKB:P02751),has_input(UniProtKB:P98160),causally_upstream_of(GO:0030198)	20150515	P
UniProtKB	P55075	FGF8	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000304	TAS	PMID:24431302		9606	ParkinsonsUK-UCL	has_input(UniProtKB:P04628),part_of(GO:0071542)	20160128	P
UniProtKB	P36364	Fgf9	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:28259995		10116	BHF-UCL	has_input(UniProtKB:Q05030)	20180509	P
UniProtKB	P22455	FGFR4	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:19085950		9606	UniProt	has_input(UniProtKB:P22455)	20141205	P
UniProtKB	Q498D6	Fgfr4	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P22455	10116	RGD	has_input(UniProtKB:P22455)	20141205	P
UniProtKB	P02751	FN1	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000314	IDA	PMID:25834989		9606	UniProt	has_input(UniProtKB:P02751),has_input(UniProtKB:P98160),causally_upstream_of(GO:0030198)	20150515	P
UniProtKB	P04937	Fn1	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P02751	10116	RGD	has_input(UniProtKB:P02751),has_input(UniProtKB:P98160),causally_upstream_of(GO:0030198)	20150515	P
UniProtKB	Q32PX7	Fubp1	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96AE4	10116	RGD	has_input(UniProtKB:P01106)|occurs_in(UBERON:0002113)	20120309	P
UniProtKB	Q96AE4	FUBP1	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000314	IDA	PMID:19087307		9606	UniProt	has_input(UniProtKB:P01106)|occurs_in(UBERON:0002113)	20120309	P
UniProtKB	A0A1W2Q698	Fubp3	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96I24	10116	RGD	has_input(UniProtKB:P01106)|occurs_in(UBERON:0002113)	20120309	P
UniProtKB	A0A8I6ACQ5	Fubp3	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96I24	10116	RGD	has_input(UniProtKB:P01106)|occurs_in(UBERON:0002113)	20120309	P
UniProtKB	A0A8I6ATS5	Fubp3	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96I24	10116	RGD	has_input(UniProtKB:P01106)|occurs_in(UBERON:0002113)	20120309	P
UniProtKB	A0A8I6G4A0	Fubp3	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96I24	10116	RGD	has_input(UniProtKB:P01106)|occurs_in(UBERON:0002113)	20120309	P
UniProtKB	G3V829	Fubp3	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96I24	10116	RGD	has_input(UniProtKB:P01106)|occurs_in(UBERON:0002113)	20120309	P
UniProtKB	Q2QC85	Fubp3	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96I24	10116	RGD	has_input(UniProtKB:P01106)|occurs_in(UBERON:0002113)	20120309	P
UniProtKB	Q96I24	FUBP3	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000314	IDA	PMID:19087307		9606	UniProt	has_input(UniProtKB:P01106)|occurs_in(UBERON:0002113)	20120309	P
UniProtKB	A0A8I6GML2	Gabpa	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q06546	10116	RGD	has_input(UniProtKB:P0DMM9),has_input(UniProtKB:P50225)	20160927	P
UniProtKB	D4ACQ9	Gabpa	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q06546	10116	RGD	has_input(UniProtKB:P0DMM9),has_input(UniProtKB:P50225)	20160927	P
UniProtKB	Q06546	GABPA	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:24136195		9606	CAFA	has_input(UniProtKB:P0DMM9),has_input(UniProtKB:P50225)	20160927	P
UniProtKB	Q14393	GAS6	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000314	IDA	PMID:19657094		9606	UniProt	has_input(UniProtKB:P30530)	20120307	P
UniProtKB	Q63772	Gas6	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q14393	10116	RGD	has_input(UniProtKB:P30530)	20120307	P
UniProtKB	P23769	GATA2	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:22499991		9606	BHF-UCL	has_input(UniProtKB:P35968),has_output(UniProtKB:P35968)	20200221	P
UniProtKB	P23769	GATA2	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:27780851		9606	BHF-UCL	has_input(UniProtKB:P05362),occurs_in(CL:0002618)|has_input(UniProtKB:P05305),occurs_in(CL:0002618)|has_input(UniProtKB:P19320),occurs_in(CL:0002618)|has_input(UniProtKB:P51608),occurs_in(CL:0002618)	20180313	P
UniProtKB	Q924Y4	Gata2	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P23769	10116	RGD	has_input(UniProtKB:P05362),occurs_in(CL:0002618)|has_input(UniProtKB:P05305),occurs_in(CL:0002618)|has_input(UniProtKB:P19320),occurs_in(CL:0002618)|has_input(UniProtKB:P51608),occurs_in(CL:0002618)	20180313	P
UniProtKB	P46152	Gata4	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:95664	10116	RGD	has_input(UniProtKB:P25322)	20170622	P
UniProtKB	Q08369	Gata4	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000314	IDA	PMID:23558708		10090	BHF-UCL	has_input(UniProtKB:P25322)	20170622	P
UniProtKB	Q08369	Gata4	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000314	IDA	PMID:25590961		10090	BHF-UCL	has_input(RNAcentral:URS000006FDD4_10090),occurs_in(UBERON:0002371),occurs_in(CL:0000134)|occurs_in(CL:0000746),part_of(GO:0071456),has_input(RNAcentral:URS000006FDD4_10090)|occurs_in(UBERON:0002349),part_of(GO:0071456),has_input(RNAcentral:URS000006FDD4_10090)	20160428	P
UniProtKB	Q9BWX5	GATA5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P97489	9606	BHF-UCL	has_input(UniProtKB:Q9Y5J3),occurs_in(UBERON:0000948),part_of(GO:0003180)	20180511	P
UniProtKB	Q9BWX5	GATA5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P97489	9606	BHF-UCL	has_input(UniProtKB:Q9UMR3),part_of(GO:0003180)	20180511	P
UniProtKB	P97489	Gata5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:21633169		10090	BHF-UCL	has_input(UniProtKB:Q9QXX0),occurs_in(UBERON:0000948),part_of(GO:0003180)	20180511	P
UniProtKB	P97489	Gata5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:21633169		10090	BHF-UCL	has_input(UniProtKB:Q9QUM5),occurs_in(UBERON:0000948),part_of(GO:0003180)	20180511	P
UniProtKB	Q5U2V0	Gata5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:109497	10116	RGD	has_input(UniProtKB:Q9QUM5),occurs_in(EMAPA:16105),part_of(GO:0003180)	20180511	P
UniProtKB	P97489	Gata5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:21633169		10090	BHF-UCL	has_input(UniProtKB:Q9ES03),part_of(GO:0003180),occurs_in(CL:0002350)	20180511	P
UniProtKB	P97489	Gata5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:21633169		10090	BHF-UCL	has_input(UniProtKB:Q8CFN5),occurs_in(UBERON:0000948),part_of(GO:0003180)	20180511	P
UniProtKB	Q9BWX5	GATA5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P97489	9606	BHF-UCL	has_input(UniProtKB:Q06413),occurs_in(UBERON:0000948),part_of(GO:0003180)	20180511	P
UniProtKB	P97489	Gata5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:21633169		10090	BHF-UCL	has_input(UniProtKB:Q02858),occurs_in(UBERON:0000948),part_of(GO:0003180)	20180511	P
UniProtKB	Q9BWX5	GATA5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P97489	9606	BHF-UCL	has_input(UniProtKB:Q02763),occurs_in(UBERON:0000948),part_of(GO:0003180)	20180511	P
UniProtKB	Q9BWX5	GATA5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P97489	9606	BHF-UCL	has_input(UniProtKB:Q02297),occurs_in(UBERON:0000948),part_of(GO:0003180)	20180511	P
UniProtKB	P97489	Gata5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:21633169		10090	BHF-UCL	has_input(UniProtKB:Q01705),part_of(GO:0003180),occurs_in(UBERON:0000948)	20180511	P
UniProtKB	Q9BWX5	GATA5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P97489	9606	BHF-UCL	has_input(UniProtKB:P78504),occurs_in(UBERON:0000948),part_of(GO:0003180)	20180511	P
UniProtKB	P97489	Gata5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:21633169		10090	BHF-UCL	has_input(UniProtKB:P70424),occurs_in(UBERON:0000948),part_of(GO:0003180)	20180511	P
UniProtKB	P97489	Gata5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:21633169		10090	BHF-UCL	has_input(UniProtKB:P55284),occurs_in(UBERON:0000948),part_of(GO:0003180)	20180511	P
UniProtKB	P97489	Gata5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:21633169		10090	BHF-UCL	has_input(UniProtKB:P54761),occurs_in(UBERON:0000948),part_of(GO:0003180)	20180511	P
UniProtKB	Q9BWX5	GATA5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P97489	9606	BHF-UCL	has_input(UniProtKB:P54760),occurs_in(UBERON:0000948),part_of(GO:0003180)	20180511	P
UniProtKB	Q9BWX5	GATA5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P97489	9606	BHF-UCL	has_input(UniProtKB:P46531),part_of(GO:0003180)	20180511	P
UniProtKB	Q9BWX5	GATA5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P97489	9606	BHF-UCL	has_input(UniProtKB:P33151),occurs_in(UBERON:0000948),part_of(GO:0003180)	20180511	P
UniProtKB	P97489	Gata5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:21633169		10090	BHF-UCL	has_input(UniProtKB:P21275),occurs_in(UBERON:0000948),part_of(GO:0003180)	20180511	P
UniProtKB	Q9BWX5	GATA5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P97489	9606	BHF-UCL	has_input(UniProtKB:P12644),occurs_in(UBERON:0000948),part_of(GO:0003180)	20180511	P
UniProtKB	Q9BWX5	GATA5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P97489	9606	BHF-UCL	has_input(UniProtKB:P04626),occurs_in(UBERON:0000948),part_of(GO:0003180)	20180511	P
UniProtKB	P97489	Gata5	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:21633169		10090	BHF-UCL	has_input(UniProtKB:A0A140LHZ9),occurs_in(UBERON:0000948),part_of(GO:0003180)	20180511	P
UniProtKB	Q61606	Gcgr	acts_upstream_of_or_within	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:23209793		10090	ARUK-UCL	has_input(UniProtKB:Q9DA75),occurs_in(UBERON:0002107),part_of(GO:0009267)	20200210	P
UniProtKB	P30082	Gcgr	acts_upstream_of_or_within	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:99572	10116	RGD	has_input(UniProtKB:Q9DA75),occurs_in(EMAPA:16846),part_of(GO:0009267)	20200210	P
UniProtKB	P47871	GCGR	acts_upstream_of_or_within	GO:0010628	positive regulation of gene expression	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q61606	9606	ARUK-UCL	has_input(UniProtKB:Q8NA29),occurs_in(UBERON:0002107),part_of(GO:0009267)	20200210	P
UniProtKB	P08050	Gja1	acts_upstream_of	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P17302	10116	RGD	has_input(UniProtKB:P46013),occurs_in(CL:0000359),occurs_in(UBERON:0000947)	20200306	P
UniProtKB	P17302	GJA1	acts_upstream_of	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:28342807		9606	ARUK-UCL	has_input(UniProtKB:P46013),occurs_in(CL:0000359),occurs_in(UBERON:0000947)	20200306	P
UniProtKB	P17302	GJA1	acts_upstream_of	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:28342807		9606	ARUK-UCL	has_input(UniProtKB:P12004),occurs_in(CL:0000359),occurs_in(UBERON:0000947)	20200306	P
UniProtKB	O08878	Gper1	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q99527	10116	RGD	has_input(UniProtKB:P38936)|has_input(UniProtKB:P24385)	20151105	P
UniProtKB	Q99527	GPER1	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:23840305		9606	AgBase	has_input(UniProtKB:P38936)|has_input(UniProtKB:P24385)	20151105	P
UniProtKB	P18265	Gsk3a	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:2152453	10116	RGD	has_input(UniProtKB:P06537)	20210915	P
UniProtKB	Q2NL51	Gsk3a	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000316	IGI	PMID:20371704	UniProtKB:Q9WV60	10090	ARUK-UCL	has_input(UniProtKB:P06537)	20210915	P
UniProtKB	P49840	GSK3A	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q2NL51	9606	ARUK-UCL	has_input(UniProtKB:P04150)	20210915	P
UniProtKB	P18266	Gsk3b	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1861437	10116	RGD	occurs_in(CL:0002249),has_input(UniProtKB:Q02566),part_of(GO:0055007)|occurs_in(CL:0002249),has_input(UniProtKB:P50752),part_of(GO:0055007)	20160620	P
UniProtKB	Q9WV60	Gsk3b	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:24974728		10090	BHF-UCL	occurs_in(CL:0002249),has_input(UniProtKB:Q02566),part_of(GO:0055007)|occurs_in(CL:0002249),has_input(UniProtKB:P50752),part_of(GO:0055007)	20160620	P
UniProtKB	P18266	Gsk3b	acts_upstream_of	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P49841	10116	RGD	has_input(UniProtKB:Q04206)	20210705	P
UniProtKB	P49841	GSK3B	acts_upstream_of	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:26315788		9606	ARUK-UCL	has_input(UniProtKB:Q04206)	20210705	P
UniProtKB	P49841	GSK3B	acts_upstream_of	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:27050373		9606	ARUK-UCL	has_input(UniProtKB:P24385)	20210705	P
UniProtKB	P49841	GSK3B	acts_upstream_of	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:27050373		9606	ARUK-UCL	has_input(UniProtKB:P14780)	20210705	P
UniProtKB	Q9WV60	Gsk3b	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000316	IGI	PMID:20371704	UniProtKB:Q2NL51	10090	ARUK-UCL	has_input(UniProtKB:P06537)	20210915	P
UniProtKB	P49841	GSK3B	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9WV60	9606	ARUK-UCL	has_input(UniProtKB:P04150)	20210915	P
UniProtKB	P06396	GSN	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:22952982		9606	UniProt	has_input(UniProtKB:O00220),has_input(UniProtKB:O14763)	20150209	P
UniProtKB	Q68FP1	Gsn	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P06396	10116	RGD	has_input(UniProtKB:O00220),has_input(UniProtKB:O14763)	20150209	P
UniProtKB	P61295	Hand2	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P61296	10116	RGD	has_input(UniProtKB:P55916),occurs_in(UBERON:0000948),happens_during(GO:0033554)|has_input(RNAcentral:URS0000EF72CB_9606),occurs_in(UBERON:0000948),happens_during(GO:0033554)|has_input(UniProtKB:Q8N0Z2),occurs_in(UBERON:0000948),happens_during(GO:0033554)|has_input(UniProtKB:Q15063),occurs_in(UBERON:0000948),happens_during(GO:0033554)|has_input(UniProtKB:Q16654),occurs_in(UBERON:0000948),happens_during(GO:0033554)	20210108	P
UniProtKB	P61296	HAND2	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:24161931		9606	BHF-UCL	has_input(UniProtKB:P55916),occurs_in(UBERON:0000948),happens_during(GO:0033554)|has_input(RNAcentral:URS0000EF72CB_9606),occurs_in(UBERON:0000948),happens_during(GO:0033554)|has_input(UniProtKB:Q8N0Z2),occurs_in(UBERON:0000948),happens_during(GO:0033554)|has_input(UniProtKB:Q15063),occurs_in(UBERON:0000948),happens_during(GO:0033554)|has_input(UniProtKB:Q16654),occurs_in(UBERON:0000948),happens_during(GO:0033554)	20210108	P
UniProtKB	Q4QQW4	Hdac1	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000316	IGI	PMID:28867608	UniProtKB:P31240	10116	BHF-UCL	occurs_in(CL:0002591),has_input(UniProtKB:P35426),part_of(GO:0036120),part_of(GO:0048661)	20210913	P
UniProtKB	Q13547	HDAC1	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q4QQW4	9606	BHF-UCL	occurs_in(CL:0002591),has_input(UniProtKB:P11802),part_of(GO:0036120),part_of(GO:0048661)	20210913	P
UniProtKB	A0A8I5ZYX7	Hey1	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1341800	10116	RGD	has_input(UniProtKB:P10923),part_of(GO:0003180)	20190123	P
UniProtKB	G3V7S6	Hey2	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1341884	10116	RGD	has_input(UniProtKB:P10923),part_of(GO:0003180)	20190123	P
UniProtKB	O35799	Hfe	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:109191	10116	RGD	has_input(UniProtKB:P36895)	20150219	P
UniProtKB	P70387	Hfe	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:24904118		10090	BHF-UCL	has_input(UniProtKB:P36895)	20150219	P
UniProtKB	Q30201	HFE	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P70387	9606	BHF-UCL	has_input(UniProtKB:P36894)	20150720	P
UniProtKB	O14964	HGS	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000315	IMP	PMID:18767904		9606	UniProt	has_input(UniProtKB:O14964)	20140814	P
UniProtKB	Q9JJ50	Hgs	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:O14964	10116	RGD	has_input(UniProtKB:O14964)	20140814	P
UniProtKB	Q16665	HIF1A	involved_in	GO:0010628	positive regulation of gene expression	ECO:0000314	IDA	PMID:15459207		9606	CAFA	occurs_in(CL:0010021),has_input(UniProtKB:P04764)	20160721	P
